year,facility,month,traffic
2025,George Washington Bridge,Dec,"3,867,206"
2025,Lincoln Tunnel,Jan,"1,110,491"
2025,Lincoln Tunnel,Feb,"1,055,381"
2025,Lincoln Tunnel,Mar,"1,274,329"
2025,Lincoln Tunnel,Apr,"1,256,524"
2025,Lincoln Tunnel,May,"1,404,782"
2025,Lincoln Tunnel,Jun,"1,342,522"
2025,Lincoln Tunnel,Jul,"1,317,030"
2025,Lincoln Tunnel,Aug,"1,357,493"
2025,Lincoln Tunnel,Sep,"1,303,547"
2025,Lincoln Tunnel,Oct,"1,317,680"
2025,Lincoln Tunnel,Nov,"1,268,455"
2025,Lincoln Tunnel,Dec,"1,230,106"
2025,Holland Tunnel,Jan,"1,109,523"
2025,Holland Tunnel,Feb,"1,041,322"
2025,Holland Tunnel,Mar,"1,220,569"
2025,Holland Tunnel,Apr,"1,201,530"
2025,Holland Tunnel,May,"1,285,769"
2025,Holland Tunnel,Jun,"1,265,807"
2025,Holland Tunnel,Jul,"1,278,796"
2025,Holland Tunnel,Aug,"1,313,742"
2025,Holland Tunnel,Sep,"1,256,902"
2025,Holland Tunnel,Oct,"1,287,849"
2025,Holland Tunnel,Nov,"1,253,668"
2025,Holland Tunnel,Dec,"1,282,165"
2025,Goethals Bridge,Jan,"1,268,239"
2025,Goethals Bridge,Feb,"1,163,060"
2025,Goethals Bridge,Mar,"1,379,626"
2025,Goethals Bridge,Apr,"1,368,917"
2025,Goethals Bridge,May,"1,450,996"
2025,Goethals Bridge,Jun,"1,429,138"
2025,Goethals Bridge,Jul,"1,469,182"
2025,Goethals Bridge,Aug,"1,507,810"
2025,Goethals Bridge,Sep,"1,374,431"
2025,Goethals Bridge,Oct,"1,428,837"
2025,Goethals Bridge,Nov,"1,370,635"
2025,Goethals Bridge,Dec,"1,390,507"
2025,Outerbridge Crossing,Jan,"1,058,262"
2025,Outerbridge Crossing,Feb,"987,989"
2025,Outerbridge Crossing,Mar,"1,176,907"
2025,Outerbridge Crossing,Apr,"1,167,177"
2025,Outerbridge Crossing,May,"1,250,175"
2025,Outerbridge Crossing,Jun,"1,252,485"
2025,Outerbridge Crossing,Jul,"1,286,142"
2025,Outerbridge Crossing,Aug,"1,297,737"
2025,Outerbridge Crossing,Sep,"1,199,990"
2025,Outerbridge Crossing,Oct,"1,199,855"
2025,Outerbridge Crossing,Nov,"1,159,577"
2025,Outerbridge Crossing,Dec,"1,150,886"
2025,Bayonne Bridge,Jan,"78,319"
2025,Bayonne Bridge,Feb,"53,395"
2025,Bayonne Bridge,Mar,"95,238"
2025,Bayonne Bridge,Apr,"6,132"
2025,Bayonne Bridge,May,"49,964"
2025,Bayonne Bridge,Jun,"340,324"
2025,Bayonne Bridge,Jul,"56,590"
2025,Bayonne Bridge,Aug,"357,993"
2025,Bayonne Bridge,Sep,"36,429"
2025,Bayonne Bridge,Oct,"37,623"
2025,Bayonne Bridge,Nov,"331,434"
2025,Bayonne Bridge,Dec,"18,975"
